productId,类别,questionId,questions
1624814,美容彩妆,26040894,请问这款保质期到什么时候
1606292,美容彩妆,57517691,用过贵的气垫在用这个皮肤会不会过敏
1430067,美容彩妆,18775837,留香能一天吗
1429291,美容彩妆,58688831,这个能留香几天
1492064,美容彩妆,61178101,是三个还是两个功能的
1600076,美容彩妆,40199416,是不是不沾杯的防水吗
1438919,美容彩妆,27228777,适合容易晕妆的眼皮吗
1538016,美容彩妆,22503465,请问这个有档位调节吗
1429712,美容彩妆,54990079,没包装啊
1329665,美容彩妆,33603083,可以抹全脸吗怎么用的
1606292,美容彩妆,22828177,孕妇可以用么
1399387,美容彩妆,60127858,用完防晒用这个需要卸妆吗
1385144,美容彩妆,51366124,为什么有的人有券
1350251,美容彩妆,52870991,有么有拼团的
1480306,美容彩妆,21591208,留香持久么大概多久啊
1428772,美容彩妆,29823033,你们搭配按摩膏用几分钟
1606292,美容彩妆,20900536,白皮用哪个色号
1606292,美容彩妆,65374305,请问这个气垫会不会淡淡的珠光效果
1428772,美容彩妆,57345852,收到的黄金棒柄上有个小坑是大家都有的吗还有我中奖了
1344121,美容彩妆,28902885,孕妇可以用吗
1330347,美容彩妆,61200185,敏感激素肌可以用吗
1555403,美容彩妆,64944650,有隔离吗
1426115,美容彩妆,15098833,几号色比较白
1353385,美容彩妆,26284208,这个卸妆的效果好吗
1426460,美容彩妆,54849581,哺乳期可以用吗
12617,美容彩妆,53652940,喷出来是白的吧
1456066,美容彩妆,18479256,各位用过的亲们皮肤暗黄适合哪款颜色
1426116,美容彩妆,61904465,皮肤有点油偏暗
1353385,美容彩妆,29429261,孕妇可以用吗
1600076,美容彩妆,23555241,先是179还要459的税费还不是到了两百多了
1428744,美容彩妆,17869706,这个香水味道浓不浓
1410183,美容彩妆,28296897,为什么这个颜色比其他颜色要贵些
1600076,美容彩妆,22191171,这款是迪奥999金属光吗
160003,美容彩妆,18591924,皮肤干的用这款会起干皮么
1429079,美容彩妆,90862580,请问留香多长时间
1583536,美容彩妆,59880464,大家多少钱入的
1606292,美容彩妆,21134256,你们多少钱买的
1432088,美容彩妆,51915125,珠光白是这个吗
1465074,美容彩妆,59751036,混合型的皮肤可以用吗
1350256,美容彩妆,70366027,为什么这个比其他平台的都便宜那么多
1625136,美容彩妆,69618132,大伙都是多少米入手的呢
1326464,美容彩妆,24415939,这款是水衡轻盈款的吗
1428744,美容彩妆,56386235,为什么是花露水和香皂的味道
1318198,美容彩妆,57676911,什么味道
12617,美容彩妆,68135006,每天使用的一大瓶能用多久呢
1430067,美容彩妆,58319737,你们多少钱入的手
1410191,美容彩妆,62544034,味道
1557985,美容彩妆,28624353,和refa哪个有效果
1337981,美容彩妆,57755144,我用了也有刺痛
2141653,美容彩妆,51163594,请问这个有塑封和手提袋吗
1350256,美容彩妆,30540965,我是油性皮肤容易过敏吗
1609644,美容彩妆,19489543,孕妇可以用吗
1610906,美容彩妆,52992166,请问大家收到里面有发货单嘛
1326464,美容彩妆,57912878,为啥没有洗面奶
1606292,美容彩妆,78615605,21号和23号有什么区别
1610906,美容彩妆,66563293,是正品吗
1508348,美容彩妆,22995046,感觉是正品呢为什么和官网价格差距那么大呢质量怎么样呢
1451509,美容彩妆,65223699,正品吗送人的所以请水军走开
1586946,美容彩妆,19780382,这是不眠夜嘛
1426460,美容彩妆,28946056,"你们用的怎样是正品吗
"
1294903,美容彩妆,28942940,孕妇可以用吗
1426014,美容彩妆,28263222,是正品吗
1543631,美容彩妆,61214388,多少钱买的
1426116,美容彩妆,58699990,5号跟7号哪款更自然呢
1600054,美容彩妆,26930467,小仙女们到手价最低多少呀
1330333,美容彩妆,20712883,适合油性皮肤不
1410183,美容彩妆,88120847,请问大家怎么注册
1429240,美容彩妆,31751951,大概能留香几天呢
1350256,美容彩妆,78676067,我用了两天了感觉皮肤特别嫩但是长闭口了会不会是有点油
1606292,美容彩妆,83357489,那个颜色遮瑕效果好
1232426,美容彩妆,64702108,请问可以用来擦蜜粉吗
1482313,美容彩妆,86190102,刚喷出的怎么这么刺鼻感觉跟廉价的香水一样你们的也是吗
1604726,美容彩妆,83659915,是正品吗
1567100,美容彩妆,30256223,是换包装了吗原来买的是圆管
1286014,美容彩妆,80220447,会反弹吗
1609644,美容彩妆,22493766,干皮能用吗
1330333,美容彩妆,87946227,小仙女们大家收到的瓶嘴也是没有封口的吗扫码也查不到商品总感觉是假货
1596313,美容彩妆,60466190,你们的生产日期都是17年的还是18年的这个保质期才一年啊
1432088,美容彩妆,23112725,价格
1268311,美容彩妆,62609364,过敏的时候可以用吗
1330333,美容彩妆,30673891,收到后包装盒外面没有那个透明的纸包着是直接可以打开的吗
1605313,美容彩妆,62442011,请问滋润度可以不嘴唇容易拔干的能入手吗
1616179,美容彩妆,23309709,生产日期是什么时候
13073,美容彩妆,55808384,就我一个人用完过敏了么起了好多疙瘩脸都肿了
2013362,美容彩妆,29484189,请问留香持久吗
1426000,美容彩妆,64679036,大家买到觉得是正品吗
1428648,美容彩妆,26338209,敏感肌可以用吗对超级敏感的皮肤友好吗
1353385,美容彩妆,65665968,有香味吗含有香精吗
1606292,美容彩妆,62359782,会过敏吗
1286014,美容彩妆,20469321,用这个还需要用别的眼霜
1606292,美容彩妆,61033246,黄皮肤适合哪个肤色
1624875,美容彩妆,52231142,是正品么可爱的仙女们
1426001,美容彩妆,16502504,为什么100ml的反而比50ml的便宜啊
1235452,美容彩妆,51783166,感觉一点精华都没敷在脸上很干你们有没有觉得啊
1231949,美容彩妆,57499561,是不是正品
1578168,美容彩妆,59498652,红色银色一样的吗
1567033,美容彩妆,14536236,能拍个瓶身的图片看看吗正反面都要
1604726,美容彩妆,54631226,涂了有冰凉的感觉是否有薄荷成分还是假的
1353385,美容彩妆,15397245,这个一天早晚各洗一次大约能用多久呀小仙女姐姐们
1600046,美容彩妆,26244031,你们的是什么味道我买的味道怪怪的
1231848,美容彩妆,59974998,我是混油皮有点喜欢长痘闭口秋冬用清爽型还是滋润型啊
1430139,美容彩妆,20545024,40岁的女性适合吗想送给妈妈
1606292,美容彩妆,17011700,粉色13号和粉色23号有什么区别吗
1429561,美容彩妆,72144991,正品吗
1491017,美容彩妆,16309265,加什么水啊
1513655,美容彩妆,53150775,这个是光粉芯还是带粉盒的
1428638,美容彩妆,62840284,小伙伴们多少钱入手的啊
1609978,美容彩妆,27569093,请问遮瑕效果好吗
1494420,美容彩妆,64913902,请问沾杯吗
1604727,美容彩妆,18206451,黄皮适合哪个色号
1350256,美容彩妆,61069855,蓝瓶和白瓶哪个更补水一些我买了白瓶用了脸上感觉很紧绷
1477712,美容彩妆,18999596,待机模式状态可以用水清洗吗还是说必须关机了才能清洗哦
1318198,美容彩妆,30349679,这个开封完能放多久
1573169,美容彩妆,83795593,用完上妆会卡纹浮粉吗
1471991,美容彩妆,53362940,请问黑色和棕色哪个好看呢
1624610,美容彩妆,85351719,这款滋润度怎样
1606292,美容彩妆,22814271,我皮肤有点干还有点暗黄用几号色比较合适那
1330333,美容彩妆,75469741,正品么比天猫旗舰店便宜好多日期新么
1616171,美容彩妆,14182516,用过这款的亲们问下遮瑕效果怎么样雀斑可以遮住吗谢谢谢谢
1477706,美容彩妆,14080109,蓝色和粉色的有区别吗小仙女们
1317424,美容彩妆,25021134,先用薏仁水再用面霜吗
1426116,美容彩妆,57334626,怎么没有1号
1426456,美容彩妆,25964690,是正品么
1330333,美容彩妆,60039117,请问什么快递
1604726,美容彩妆,29480158,有和专柜的对比过是正品吗
1428924,美容彩妆,65501885,能看得到编号吗
1559669,美容彩妆,42839475,这个玩趣版跟正常版本的有什么区别
1353385,美容彩妆,19844448,亲们一天两次能用多久啊
1615003,美容彩妆,20663169,是的
1555403,美容彩妆,23855279,孕妇可以用吗
1605058,美容彩妆,15756354,是正品吗
1624444,美容彩妆,27112179,到江苏常州需要多久啊
1410191,美容彩妆,18510594,说明书上说模式二每十二秒暂停一次但是我的直接一次到底不会是次品吧
1624458,美容彩妆,21695204,小宝贝们我油性的毛孔有点大不知道应选几号的
1326464,美容彩妆,29731362,那三件小样是啥
1353385,美容彩妆,58674235,适合敏感肌肤吗
1350251,美容彩妆,65262653,用了几天长痘有这样的么
1426460,美容彩妆,54585693,怎么验证是正品呀
1229364,美容彩妆,57834911,小仙女们这款可以当隔离用吗用完再擦粉底或气垫
1567097,美容彩妆,71474052,请问跟兰蔻持妆粉底比哪个好一些
1430113,美容彩妆,25114083,能扫码吗
1604727,美容彩妆,24432799,看来不开通黑卡是抢不到16号啊饥饿营销啊
1330333,美容彩妆,47825029,最低活动价是多少啊
1606292,美容彩妆,26852654,孕妇可以用吗
1600046,美容彩妆,27731189,怎么选色号
1231949,美容彩妆,59078221,都多少钱入手的'
1330337,美容彩妆,57233034,生产日期怎么找不到
1465074,美容彩妆,83096052,用了脸会反光么
1605330,美容彩妆,28047346,这是什么快递
1426460,美容彩妆,28946942,有点担心怕是假货
1583534,美容彩妆,54802871,是真货吗和专柜对比瓶子有spf10美版有这个吗怀疑假货
1430067,美容彩妆,55025975,有包装盒包装袋嘛是送人的
1473360,美容彩妆,27849914,100毫升的485元真的吗
1428633,美容彩妆,28390345,有红血丝用哪个色号好
1477716,美容彩妆,24041368,角质薄的课余用么
1350256,美容彩妆,16080127,可以修复红血丝吗
1263740,美容彩妆,53667528,眼睛周围可以用吗
1583534,美容彩妆,25964982,我皮肤有斑应该用那个色号遮瑕
1608958,美容彩妆,83554204,味道甜吗
12292,美容彩妆,61188742,这个可以当BB霜和遮瑕一起用吗
1605953,美容彩妆,29312095,和club晚安粉哪个好一点
1600046,美容彩妆,25526015,我拿的盒子已经拆开的没有塑料膜你们拿到的时候也是吗
1488114,美容彩妆,57762898,有高光吗可以在鼻子那下巴提亮肤色吗
1330333,美容彩妆,55386495,是正品吗
1229364,美容彩妆,20448889,脸上有雀斑抹这款遮瑕效果怎么样
1426042,美容彩妆,22377880,我是在机场试用了这款香水当时机场没有货了不知道我买的是不是同一款味道
1350256,美容彩妆,78031803,敏感肌可以用吗
1350256,美容彩妆,28667668,为啥我用乳液是黏黏的脸上而我舍友买的一模一样我涂了很清爽却不黏黏的
1605058,美容彩妆,28038675,是斩男色吗
1615969,美容彩妆,30589441,什么颜色的
1485813,美容彩妆,77034994,吃粉吗
1313998,美容彩妆,28090017,请问一下盒子大概什么尺寸呀
1428980,美容彩妆,18374189,原罪和最爱哪个更淡一些呢
1606292,美容彩妆,79417595,偏干性偏黄适合哪个色几号
1505732,美容彩妆,54558032,是什么包装有没有标价的发票之类的东西
1600046,美容彩妆,39078233,四个颜色不同有什么区别吗
1429291,美容彩妆,24186739,迪奥真我和迪奥花漾甜心哪个好闻
1390937,美容彩妆,47666853,和makeupforever比哪个更不遮暇
10910,美容彩妆,82948791,广大的小仙女们你们用了这个痘痘不会越来越多吗我用了之后痘痘更多了是怎么肥四
1353385,美容彩妆,37442800,孕妇可以用吗
1421164,美容彩妆,20979162,这款保质期到什么时候
1423509,美容彩妆,24136468,用紫色的会发灰吗
1605026,美容彩妆,60592677,两只唇膏是一个包装么
1609978,美容彩妆,68230405,这是哑光的那个还是滋润的亮光的那个啊也没写啊
1557985,美容彩妆,24863613,请问哺乳期可以用吗
1617265,美容彩妆,83475787,这款到底是粉还是高光
1444080,美容彩妆,17405670,正品吗
1432065,美容彩妆,83109377,皮肤黑的女生涂什么色呢
1508956,美容彩妆,33796005,为什么官网上买700多考拉才400呢是不是正品呀感觉瓶子的做工不是很精致
1604726,美容彩妆,17088378,包装简陋吗送朋友会不会不好看啊
1429239,美容彩妆,54640424,真的是正品哪上海丝芙兰里800多呢
1624582,美容彩妆,14929468,纯色略深的适合吗
1410191,美容彩妆,61234992,多久可以到货买过的小伙伴们
1557985,美容彩妆,24714479,有人吗
1600054,美容彩妆,15893717,哪个遮瑕更好点
1350255,美容彩妆,66554470,这款适合20岁左右的人用么
1444393,美容彩妆,88570994,有包装吗商品详情写的无盒
1268311,美容彩妆,74404253,这个和科颜氏哪个更不油腻好吸收
1624531,美容彩妆,58518416,我买错了可以退吗
1330333,美容彩妆,31283345,孕妇可以用吗
1606292,美容彩妆,52566622,我是偏黄色肤质还有些斑选21号色还是13号色好些
1459264,美容彩妆,52265250,宝宝们买要收税多少呢
1615017,美容彩妆,27656205,410好看嘛什么颜色的
1350256,美容彩妆,54582127,为什么乳的盖子拧不紧呢
1326464,美容彩妆,51980464,你好请问怎么选择我是油性皮肤
1606292,美容彩妆,61656434,最白的色号是不是也没有特别白
1624920,美容彩妆,28350463,这个遮黑眼圈好用吗
1466974,美容彩妆,17649671,产妇可以用吗
1430127,美容彩妆,85393258,到底是粉色还是橘色我看有的说是粉色有的说是橘色
1606292,美容彩妆,27664027,敏感肌肤可以用么
1454033,美容彩妆,22949978,请问一下是正品么
1426463,美容彩妆,15649497,感觉不持久
1429047,美容彩妆,72601904,朋友们你们都是多少钱买的啊
1430059,美容彩妆,14902462,迪奥自营里forever010还有一个298请问差别在哪里是我瞎了吗
1350256,美容彩妆,24347296,17岁用这个好还是无印良品好一点
1505732,美容彩妆,42614255,请问大家有没有扫过二维码条形码之类的正品吗
1353385,美容彩妆,29231702,请问搽防晒隔离不卸妆这款洗面奶能洗干净吗
1583534,美容彩妆,13736112,皮肤黄用哪个色号啊干不干浮不浮粉
1585645,美容彩妆,65412796,啥色号啊也不知到啥样也没有个对比
1444207,美容彩妆,59427558,简装是没任何包装
1459264,美容彩妆,56010502,易脱色吗
1559669,美容彩妆,21289420,有味道吗
1482313,美容彩妆,56324409,比专柜便宜的太多了会不会是假的
1350256,美容彩妆,58509435,敏感肌可以用吗
1350254,美容彩妆,51782416,适用年龄段
1624485,美容彩妆,56849474,有没有感觉涂完了烧脸
1350256,美容彩妆,17393514,怎么打开的我怎么都打不开啊太紧
